filename = L2-2way.txt
=========================L1I=========================
| V:1 D:0 Tag: 0x8048 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:1 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x201c 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x201d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201a 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:1 Tag: 0x201a 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201a 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x201c 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x2012 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2012 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x2012 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:1 Tag: 0x201c 	| V:1 D:1 Tag: 0x201d 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x201a 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201c 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x201d 	| V:1 D:0 Tag: 0x2012 	
| V:1 D:0 Tag: 0x2012 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201d 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201c 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x201d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201d 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201d 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201c 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2003 	
Final Execution Time: 1151367043
instructionCount: 252386779
loadInst 81244089
bracnhInst 33142620
storeInst 24856688
compInst 113143382

loadCyc 612947975
bracnhCyc 78826940
storeCyc 139412155
compCyc 320179973

L1I_hit 244353096
L1I_miss 8033683
L1I_evictions 0

L1D_hit 93293737
L1D_miss 12807040
L1D_evictions 3820328

L2_hit 23373850
L2_miss 1287201
L2_evictions 308890


Runtime 119.457922
